Date,Close,Volatility,MA_25,MA_100,Month_Growth_Rate,STOCH_%K,STOCH_%D,Vol_zscore,Ulcer_Index,Return_Entropy_50d,VIX,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,Week_Growth_Rate,Target
2024-05-24,106.4206314086914,0.03326981165331263,106.4206314086914,106.4206314086914,0.0,99.82743289971985,99.82743289971985,0.7071067811865477,0.0,2.2718685126965625,11.930000305175781,0.0,0,0.0,0
2024-05-28,113.84925079345703,0.045861902731243354,110.13494110107422,110.13494110107422,0.06980431600933847,91.30578759989551,95.56661024980768,0.7071067811865477,0.046138442767192055,2.2718685126965625,12.920000076293945,0.06980431600933847,1,0.06980431600933847,0
2024-05-29,114.77283477783203,0.040610311053882166,111.68090565999348,111.68090565999348,0.07848293379378031,94.66058455795971,95.26460168585835,0.7071067811865477,0.04227080019311229,2.2538575896013517,14.279999732971191,0.07848293379378031,2,0.07848293379378031,0
2024-05-30,110.44979858398438,0.05369383469734128,111.37312889099121,111.37312889099121,0.03786077118655307,58.50690355873696,86.075177154078,0.7071067811865477,0.04116792109410232,2.2450352741261774,14.470000267028809,0.03786077118655307,3,0.03786077118655307,0
2024-05-31,109.58319854736328,0.05134198897616202,111.01514282226563,111.01514282226563,0.029717612992978232,51.74355316131442,79.2088523555253,-0.4190836826527515,0.042008882236039345,2.242973226438147,12.920000076293945,0.029717612992978232,4,0.029717612992978232,1
2024-06-03,114.94775390625,0.02637718018668683,111.67057800292969,111.67057800292969,0.08012659185239697,93.61104229734998,81.6092173458294,-0.6498045837790436,0.03938259820934824,2.2459520807289133,13.109999656677246,0.08012659185239697,5,0.08012659185239697,0
2024-06-04,116.38410949707031,0.022079921788752583,112.34393964494977,112.34393964494977,0.09362355735436076,98.80145657954922,84.06525152207509,-1.1202352762652599,0.044978912274473946,2.220025327834538,13.15999984741211,0.09362355735436076,6,0.02226504510084102,0
2024-06-05,122.3843765258789,0.042079521891027045,113.59899425506592,113.59899425506592,0.15000611165217853,99.95375054144327,86.05131389949612,-1.0265046110554414,0.08084912754452424,2.20082764903455,12.630000114440918,0.15000611165217853,7,0.06631832142841712,0
2024-06-06,120.94304656982422,0.05858214961001505,114.41500006781683,114.41500006781683,0.13646240366082588,79.68302815356398,85.34372659439254,-1.0056087015854016,0.0763263103671825,2.1870329067710106,12.579999923706055,0.13646240366082588,8,0.09500468194933769,0
2024-06-07,120.83309173583984,0.030642049526664845,115.05680923461914,115.05680923461914,0.1354291939107154,79.19600138254326,84.72895407320762,-1.1190319607511479,0.07252035543579727,2.2051551011994586,12.220000267028809,0.1354291939107154,9,0.102660748523545,0
2024-06-10,121.73468017578125,0.05059397024948189,115.66388841108842,115.66388841108842,0.14390112673057437,83.18943842194325,84.58899810491086,-1.213946766800032,0.06916396942714902,2.180945560561596,12.739999771118164,0.14390112673057437,10,0.059043574483991966,0
2024-06-11,120.8650131225586,0.03391644080370974,116.09731547037761,116.09731547037761,0.13572914878127204,79.33739189114377,84.1513642537636,-1.1948699267508354,0.06631636658441363,2.161423635898512,12.850000381469727,0.13572914878127204,11,0.03850099162893949,0
2024-06-12,125.15339660644531,0.03502354659597311,116.79393709622897,116.79393709622897,0.17602569116333955,92.96731355768797,84.82951420021934,-1.1576520578348177,0.07991043037309103,2.1850711261109064,12.039999961853027,0.17602569116333955,12,0.022625601070745172,0
2024-06-13,129.561767578125,0.020403426865304195,117.70592498779297,117.70592498779297,0.13801159581781783,99.29125966415846,85.86249601907211,-1.13899954910923,0.10336829042098716,2.18588935921926,11.9399995803833,0.21744971687457634,13,0.07126264181980006,0
2024-06-14,131.8309326171875,0.034779845953867294,118.64759216308593,118.64759216308593,0.1486248716638842,96.78378313122404,86.59058182654891,-1.180935261985333,0.10516096576565108,2.210253577620973,12.65999984741211,0.2387723214205702,14,0.09101679617195153,0
2024-06-17,130.93125915527344,0.03120530660251525,119.41532135009766,119.41532135009766,0.185436830432201,91.05355536946368,86.86951767298109,-1.1383790355402021,0.09865717479573465,2.1897070975426693,12.75,0.23031838302530727,15,0.07554608897162748,0
2024-06-18,135.529541015625,0.04300746847566058,120.36321662454044,120.36321662454044,0.23677299816218975,97.7503462863888,87.50956641494625,-1.1121632358327183,0.11289223318703112,2.18199812411327,12.300000190734863,0.27352693948173906,16,0.1213298001978157,0
2024-06-20,130.73133850097656,0.08040050063671071,120.93922339545355,120.93922339545355,0.1373109439580652,73.57585243283584,86.73547119371788,-0.826695422175434,0.10192261845939565,2.1888701524303307,13.279999732971191,0.2284397937738574,17,0.0445688414839553,0
2024-06-21,126.52288818359375,0.04979548217658357,121.2331004895662,121.2331004895662,0.08711480227271624,62.42894341494498,85.456180257993,-0.6668832473441427,0.08992080238650958,2.1844387299975896,13.199999809265137,0.18889435731407045,18,-0.023455062796197367,0
2024-06-24,118.0660400390625,0.05209346218945928,121.07474746704102,121.07474746704102,-0.035285030731870164,40.02931653665192,83.18483707192595,-0.1180452088762493,0.08731787307620467,2.165888619704715,13.329999923706055,0.1094281106606929,19,-0.10441322309458044,1
2024-06-25,126.0430679321289,0.059240928102019315,121.31133415585472,121.31133415585472,0.042168785283247225,61.158045035575185,81.25136767871871,0.12895460498570369,0.08092573739060066,2.176185661560307,12.84000015258789,0.18438564274328229,20,-0.03733402744830819,0
2024-06-26,126.35296630859375,0.0437643444324806,121.5404992537065,121.5404992537065,0.04568181193957381,61.978871883162626,79.78502189288207,-0.28974077756731353,0.0787685952402759,2.1677819231707462,12.550000190734863,0.18729765681764657,21,-0.06770903699860753,0
