Date,Close,Volatility,MA_25,MA_100,Decline_Since_Last_Peak,Days_Since_Last_Peak,One_Week_Growth,RSI,Price_to_MA25,Price_to_MA100,Target
2023-01-03,127.40840911865234,0.01482953081303995,127.40840911865234,127.40840911865234,-0.3826214462703103,0,,50.0,1.0,1.0,0
2023-01-04,129.55271911621094,0.019370727217046853,128.48056411743164,128.48056411743164,-0.37223083693613385,0,,50.0,1.008344880847498,1.008344880847498,0
2023-01-05,129.90699768066406,0.016780033389224798,128.95604197184244,128.95604197184244,-0.3705141214598751,0,,50.0,1.0073742625338118,1.0073742625338118,0
2023-01-06,131.79953002929688,0.019714355468749944,129.66691398620605,129.66691398620605,-0.36134354243476957,0,,50.0,1.0164468789880947,1.0164468789880947,0
2023-01-09,130.5316162109375,0.019261947434099837,129.83985443115233,129.83985443115233,-0.36748742889287306,3,,50.0,1.0053278077275725,1.0053278077275725,0
2023-01-10,131.697021484375,0.014310084086287563,130.1493822733561,130.1493822733561,-0.3618402645714526,4,0.033660355665604325,50.0,1.0118912528356712,1.0118912528356712,0
2023-01-11,128.8721466064453,0.02172521593431034,129.966920035226,129.966920035226,-0.37552866378048283,5,-0.005253247592241883,50.0,0.9915765224836908,0.9915765224836908,0
2023-01-12,127.79064178466797,0.015727638157210278,129.69488525390625,129.69488525390625,-0.38076927456386345,6,-0.016291315585619914,50.0,0.9853175129804825,0.9853175129804825,0
2023-01-13,129.56202697753906,0.026717551694689777,129.6801232231988,129.6801232231988,-0.3721857341520647,7,-0.016976563203681017,50.0,0.9990893265465481,0.9990893265465481,0
2023-01-17,126.34556579589844,0.03348944148988198,129.34666748046874,129.34666748046874,-0.3877716296685818,11,-0.03206924526449173,50.0,0.9767979976366731,0.9767979976366731,0
2023-01-18,123.46476745605469,0.027410465803967353,128.8119492964311,128.8119492964311,-0.4017310152769784,12,-0.06250903730041468,50.0,0.958488464233461,0.958488464233461,0
2023-01-19,116.20214080810547,0.040936164515526445,127.76113192240398,127.76113192240398,-0.4369232758758369,13,-0.0983145398907026,50.0,0.9095265442598075,0.9095265442598075,0
2023-01-20,117.14376068115234,0.021589673999247477,126.9444110576923,126.9444110576923,-0.4323605007858236,14,-0.08331502960487525,50.0,0.9227957316522909,0.9227957316522909,0
2023-01-23,116.76152038574219,0.014635729791753723,126.21706172398159,126.21706172398159,-0.43421270946176554,17,-0.09879828905436916,30.418399485647782,0.9250850779673726,0.9250850779673726,0
2023-01-24,118.64476776123047,0.02535998535156243,125.71224212646484,125.71224212646484,-0.42508712231224377,18,-0.06095028334518693,34.926241903879045,0.9437805400199243,0.9437805400199243,0
2023-01-25,119.91267395019531,0.027385317783762998,125.349769115448,125.349769115448,-0.4189432728236354,19,-0.028770098377447484,32.90335308281958,0.9566246096532888,0.9566246096532888,0
2023-01-26,119.8940658569336,0.010405373349798427,125.02884539435891,125.02884539435891,-0.4190334414222786,20,0.031771575146149145,32.02805913199421,0.958931240857024,0.958931240857024,0
2023-01-27,119.17617797851562,0.01231676190127268,124.70369720458984,124.70369720458984,-0.42251208606735075,21,0.01734976993691717,26.345242050640977,0.9556747766908167,0.9556747766908167,0
2023-01-30,119.33466339111328,0.009534924739405039,124.42111647756477,124.42111647756477,-0.42174411874483536,24,0.022037594208008437,28.107906206340203,0.9591190528549175,0.9591190528549175,0
2023-01-31,119.77285766601562,0.014050652733102147,124.1887035369873,124.1887035369873,-0.41962077579154644,25,0.00950813024519892,26.00370202733285,0.9644424513244355,0.9644424513244355,0
2023-02-01,119.48384857177734,0.02181252628684155,123.96466282435826,123.96466282435826,-0.421021217236894,26,-0.00357614724358557,28.9594157470745,0.9638541004307846,0.9638541004307846,0
2023-02-02,122.9613265991211,0.07223999023437498,123.91905663230203,123.91905663230203,-0.4041705213526931,27,0.02558309054134167,40.226411854768834,0.9922713256604047,0.9922713256604047,0
2023-02-03,122.43922424316406,0.02861266264143121,123.85471609364386,123.85471609364386,-0.406700454813517,28,0.02738002107465376,34.81710268166135,0.9885713528307669,0.9885713528307669,0
2023-02-06,125.8421401977539,0.03320640143955582,123.93752543131511,123.93752543131511,-0.39021106180530624,31,0.05453132075558553,48.93536554789024,1.0153675390872179,1.0153675390872179,0
2023-02-07,127.46434783935547,0.02664981188454698,124.07859832763671,124.07859832763671,-0.38235038593195364,32,0.06421730534965953,58.93380504671973,1.0272871353912179,1.0272871353912179,0
2023-02-08,127.56688690185547,0.017574816479940417,124.08493743896484,124.21276327279898,-0.38185351591729005,33,0.06764963153344028,87.32401636082822,1.0280610163872899,1.0270030513828123,0
2023-02-09,124.5182876586914,0.03985451438210219,123.88356018066406,124.224078990795,-0.3966260086017664,34,0.012662201219138858,71.27502130596778,1.0051235811846357,1.00236837069179,0
2023-02-10,126.2430191040039,0.018639161325119547,123.73700103759765,124.29618399483817,-0.3882685366527405,35,0.031066799747812235,75.3870177114405,1.0202527784364581,1.0156628711083084,0
2023-02-13,127.26856994628906,0.012826223250722623,123.55576263427734,124.39868006212959,-0.3832990601467068,38,0.01133507222853658,74.20211570109203,1.0300496491046036,1.0230700991580146,0
2023-02-14,125.89806365966797,0.021412321430649483,123.37042053222656,124.44865951538085,-0.38994007540593983,39,-0.012288017835869747,66.70140995591095,1.0204882427776205,1.0116466031046962,0
2023-02-15,127.86524200439453,0.02298591464884691,123.21714935302734,124.55887185373614,-0.38040778684039767,40,0.0023388130712056476,70.06095870368479,1.0377227737841104,1.0265446379005496,0
2023-02-16,127.8186264038086,0.024191239300896065,123.17500854492188,124.6607391834259,-0.38063367045569485,41,0.02650485167418548,72.51093271141178,1.0376993508159018,1.0253318505976141,0
2023-02-17,125.90738677978516,0.016822725506306833,123.09967834472656,124.69851638331558,-0.3898948986828804,42,-0.0026586208615799745,65.6875384677017,1.0228084140658429,1.0096943446604736,0
2023-02-21,125.31073760986328,0.015995787797827954,122.92962677001952,124.71652288997875,-0.39278606108070413,46,-0.015383470854210435,63.11838555848216,1.0193697068998542,1.0047645228243633,0
2023-02-22,124.25723266601562,0.01545855314398205,122.84609344482422,124.70340031215123,-0.3978909938169259,47,-0.013033012152497414,60.91217926156252,1.0114870500283772,0.9964221693633151,0
2023-02-23,122.9240493774414,0.027975092872140367,122.82446472167969,124.65397389729817,-0.4043511543059406,48,-0.038643751417475114,49.90551976504858,1.000810788436875,0.9861221871572098,0
2023-02-24,122.68162536621094,0.015408117302953819,123.08364410400391,124.60066718024177,-0.4055258600139715,49,-0.04018976875380187,50.62320816863262,0.9967337761185128,0.984598462773439,0
2023-02-27,121.03898620605469,0.024250803143126592,123.239453125,124.50693873355263,-0.4134855401953054,52,-0.03866652067241627,36.42223223894632,0.9821447851061672,0.9721465119713574,0
2023-02-28,120.87944030761719,0.014330023362138681,123.404169921875,124.41392595340044,-0.414258646277645,53,-0.03536247082067534,29.7074104534355,0.9795409700024224,0.9715909162202059,0
2023-03-01,119.78121185302734,0.014748337726610522,123.44962768554687,124.29810810089111,-0.41958029419436965,54,-0.03602221550369733,27.394293126959894,0.9702841077669041,0.9636607803861547,0
2023-03-02,118.53280639648438,0.012057678198883317,123.39443298339843,124.15749098614948,-0.4256296496534036,55,-0.03572322099049641,30.59233132279462,0.9606009244552537,0.954697179002332,0
2023-03-03,120.2693099975586,0.020254808136330626,123.40944274902344,124.06491524832589,-0.41721513377337877,56,-0.019663216569322906,30.645277709388225,0.9745551662699676,0.9694062963476009,0
2023-03-06,119.7718276977539,0.016966361906539777,123.43326873779297,123.96507600296376,-0.4196257666733902,59,-0.010469011250173521,24.850077629457928,0.9703366760235687,0.9661739544683569,0
2023-03-07,116.93709564208984,0.02474352873986552,123.33736602783203,123.80534917658025,-0.4333619304701396,60,-0.03261385604942213,22.627119039073747,0.9481076125438099,0.9445237739712329,0
2023-03-08,114.8908462524414,0.03226831776843372,123.14208557128906,123.60724911159939,-0.4432773708832988,61,-0.04082748475267106,10.557919727024014,0.9329941564610673,0.9294830770702749,0
2023-03-09,112.07489776611328,0.03339317623932028,122.8457275390625,123.35654582148013,-0.45692251578301685,62,-0.05448203604299906,9.036412924372783,0.9123223087304823,0.9085443907314534,0
2023-03-10,110.94850158691406,0.025446550685041484,122.36521453857422,123.09254488031915,-0.4623806550757934,63,-0.07749947522633782,9.421189988844773,0.9066996858975704,0.9013421705984506,0
2023-03-13,107.17514038085938,0.028978013788576427,121.75465118408204,122.7609322865804,-0.48066510192046175,66,-0.10517237282779446,8.03616728978001,0.8802549992017984,0.8730394791289412,0
2023-03-14,107.3440933227539,0.043378036073595964,121.01472930908203,122.4463029199717,-0.47984641245061616,67,-0.08203557875849166,9.194420586796298,0.8870332887213082,0.8766625921969381,0
2023-03-15,103.82415008544922,0.035174486361119424,120.06912139892579,122.07385986328126,-0.49690288054475884,68,-0.09632356735084124,8.316844080152748,0.8647031716047694,0.8505027218909018,0
2023-03-16,105.22274017333984,0.036089983686876596,119.17535552978515,121.74344575171376,-0.49012578057392037,69,-0.06113909295793474,13.728547757224817,0.8829236523405364,0.8642990144038916,0
2023-03-17,98.66157531738281,0.060480204207172435,118.14108703613282,121.29956362797664,-0.5219189918507402,70,-0.11074440928709617,11.398962094005341,0.8351165355978797,0.8133712304190632,0
2023-03-20,102.50064086914062,0.041020758154113574,117.19139190673827,120.94486697214954,-0.5033161637139377,73,-0.04361552030729676,21.867769714607363,0.8746430876997463,0.8474988929686769,0
2023-03-21,105.63574981689453,0.032739695805514245,116.3260791015625,120.66136480260778,-0.4881244739240842,74,-0.015914648426186395,29.618608369272337,0.9081003213790572,0.8754728573616424,0
2023-03-22,101.87175750732422,0.04015308510585545,115.36502685546876,120.31973557905717,-0.5063635222287223,75,-0.018804801932095216,27.616641565045597,0.8830384760795043,0.8466753772109852,0
2023-03-23,99.10273742675781,0.03163039679041993,114.21452667236328,119.94086061205182,-0.5197812677638424,76,-0.05816235859758234,22.331283204065812,0.8676894289554317,0.8262633511302305,0
2023-03-24,99.11210632324219,0.02320013282504828,113.06626586914062,119.57544387014289,-0.5197358692238121,77,0.004566428261560507,22.644749690222923,0.8765842363446534,0.8288667230947219,0
2023-03-27,100.42622375488281,0.017757565130743724,112.04701934814453,119.2452849026384,-0.5133680955031489,80,-0.020238089212594845,27.220903802921,0.8962864370612625,0.8421819264122602,0
2023-03-28,99.81610870361328,0.015711714691512006,111.02723419189454,118.91597683146848,-0.5163245090598924,81,-0.05509158711296902,28.344096203841318,0.8990236443348265,0.8393834988638731,0
2023-03-29,102.969970703125,0.02602468182608527,110.1757437133789,118.65021006266277,-0.501041948250988,82,0.010780349948530388,37.04590980426466,0.9345974643112039,0.8678448242842844,0
2023-03-30,102.39739990234375,0.02176872132316465,109.354677734375,118.38377055183786,-0.5038164349221541,83,0.03324491897129356,37.63907024756931,0.9363787816289795,0.8649614674800884,0
2023-03-31,104.01187896728516,0.013003549052489871,108.60788787841797,118.1519658488612,-0.495993209147377,84,0.04943667152086295,45.12299236527724,0.9576825495743195,0.8803228809610845,0
2023-04-03,107.24083709716797,0.027511523479989683,108.0559619140625,117.97877332899306,-0.48034675759782275,87,0.06785691114820813,49.854529179292626,0.9924564567983505,0.9089841678394002,0
2023-04-04,106.22709655761719,0.02961998348131051,107.4698681640625,117.79515337944031,-0.48525900532538185,88,0.06422798822022036,53.64257711530014,0.9884360925748219,0.9017951376610527,0
2023-04-05,107.83218383789062,0.03876803416963172,106.99190704345703,117.64187692495493,-0.4774812889991204,89,0.047219719512050506,53.93099199722322,1.0078536481651112,0.9166139359258777,0
2023-04-06,108.15132904052734,0.0156019362010166,106.57664794921875,117.49808074488784,-0.47593481804797516,90,0.05619214104724435,67.60711633591538,1.0147751043179636,0.9204518776382893,0
2023-04-10,108.98672485351562,0.008759016196468492,106.12534454345703,117.37104558233005,-0.47188676923877737,94,0.04782959346206228,63.543734391498646,1.0269622710990294,0.9285656808524105,0
2023-04-11,108.97733306884766,0.016154135384183397,105.69356475830078,117.24760863360237,-0.4719322786872931,95,0.016192488036122832,58.0252270212033,1.0310687629663753,0.9294631620965572,0
2023-04-12,108.95856475830078,0.0192456214066167,105.37442352294921,117.12747756294583,-0.47202322364533417,96,0.025713478850493354,70.75318844322824,1.0340133887856666,0.930256221899298,0
2023-04-13,107.10942077636719,0.01630006660593104,105.06316650390625,116.98436246599469,-0.4809835571515862,97,-0.006702665528966811,74.7821339444099,1.0194764191919237,0.9155875068986423,0
2023-04-14,105.25089263916016,0.03368628990003417,104.79020629882812,116.81910232758858,-0.4899893631368587,98,-0.026818314921310926,67.0490552093058,1.0043962728636902,0.9009733043831444,0
2023-04-17,107.8415756225586,0.031063689724641658,104.6659292602539,116.69441445668538,-0.47743577955060473,101,-0.010507235927092795,69.23081489055821,1.0303407840999375,0.9241365675011568,0
2023-04-18,107.13758850097656,0.01791458037101854,104.6644271850586,116.56349903263458,-0.48084706577553427,102,-0.016881901181310943,68.89536909963357,1.023629435352903,0.9191349726982799,0
2023-04-19,109.36219024658203,0.02657253401986812,104.74515106201171,116.46618404903927,-0.47006738947451854,103,0.003704394318855053,67.32827174562729,1.044078786824575,0.9390038073243129,0
2023-04-20,110.17881774902344,0.04571190309979052,104.99933776855468,116.3823524983724,-0.4661102856233619,104,0.028656648037195698,70.81869115231243,1.0493286918807587,0.9466969466059236,0
2023-04-21,108.6769790649414,0.011653818731072813,105.13750732421875,116.28096600582725,-0.4733876937719118,105,0.03255161395663575,62.55686345378227,1.0336651669875316,0.9346067787181542,0
2023-04-24,108.78960418701172,0.013983623374357698,105.54262847900391,116.18367559259588,-0.47284195008467494,108,0.00879093762289962,55.00909038866593,1.0307645901452391,0.9363587752937698,0
2023-04-25,107.8603515625,0.015625026904874988,105.75701690673829,116.07696631015875,-0.4773447976230685,109,0.006746120307877357,55.31137203373093,1.0198883697487093,0.9292140808909162,0
2023-04-26,107.06248474121094,0.01901339017933187,105.81408630371094,115.9628589485265,-0.4812109934856792,110,-0.021028341698222097,47.35822791837179,1.0117980363589476,0.9232480615947365,0
2023-04-27,108.17948913574219,0.01835584337508445,106.06639556884765,115.8655668258667,-0.47579836364141836,111,-0.018146215889115136,50.09163288257536,1.0199223661326637,0.9336638321402609,0
2023-04-28,108.65819549560547,0.011315518671324168,106.44861389160157,115.77658693290051,-0.4734787126689432,112,-0.0001728385302716129,48.90556066982401,1.0207572604585904,0.9385161402156329,0
2023-05-01,108.75205993652344,0.01609693259392137,106.83421203613281,115.69092196953005,-0.4730238769702523,115,-0.0003451088067545349,49.2537411510184,1.0179516267667326,0.9400224156322816,0
2023-05-02,105.49494171142578,0.041431463443549484,107.03696075439453,115.56807883389025,-0.48880678292636326,116,-0.021930299844271972,40.55299002160819,0.9855935834491131,0.9128380671885796,0
2023-05-03,104.65953063964844,0.01743518238736784,107.23069763183594,115.43821516491118,-0.4928549056745513,117,-0.02244440811709969,42.92679918235004,0.9760220995575791,0.9066281082926942,0
2023-05-04,107.02494049072266,0.04746750170736925,107.39289642333985,115.33923546286191,-0.4813929203712565,118,-0.01067252816817077,54.97629216070483,0.9965737404905561,0.927914426181398,0
2023-05-05,108.63005065917969,0.021912340198841335,107.64220245361328,115.2612216860749,-0.47361509313650973,119,-0.0002590217543868567,52.34115795878627,1.0091771459803798,0.9424683260346151,0
2023-05-08,108.99610900878906,0.015010333775485416,107.84157165527344,115.18920889668081,-0.47184129675975683,122,0.0022440868927731117,55.63136996713647,1.0107058654264258,0.9462354160844471,0
2023-05-09,111.1550064086914,0.02700365866244976,107.99813842773438,115.14336568659002,-0.4613800017508753,123,0.05365247475796853,55.4540002376673,1.0292307629271722,0.9653617969727012,0
2023-05-10,110.45101928710938,0.024966254600416956,108.16709533691406,115.09064269333743,-0.4647912879758048,124,0.055336466846975574,50.8337898245765,1.0211147756448617,0.9596872230647763,0
2023-05-11,111.0705337524414,0.01769079272739603,108.2966293334961,115.04597481621636,-0.46178932800105055,125,0.03780047195699621,57.75073374640538,1.0256139497232473,0.9654447617995706,0
2023-05-12,111.00484466552734,0.016199431887385766,108.41076995849609,115.00156679258242,-0.46210763535419436,126,0.021861298894156223,57.19519375449768,1.023928201118988,0.9652463680406755,0
2023-05-15,110.695068359375,0.011725994423088942,108.47910369873047,114.95475702700408,-0.4636087077653094,129,0.015587339456759386,59.59333068940445,1.0204275716252111,0.9629446507670106,0
2023-05-16,109.6437759399414,0.014065379426634397,108.50576141357422,114.89764970348728,-0.4687029193479409,130,-0.01359570313183689,58.588364186139316,1.0104880562243106,0.954273444434204,0
2023-05-17,111.69943237304688,0.023504273504273445,108.61539611816406,114.86362611486557,-0.4587418955472757,131,0.011302866139173862,61.02290754792714,1.0283940984897542,0.9724526044593573,0
2023-05-18,111.5961685180664,0.013408638162748105,108.79486602783203,114.82923182437294,-0.45924227766397746,132,0.004732441160286038,59.4219862494189,1.025748480535081,0.9718445969293656,0
2023-05-19,110.55427551269531,0.018693130514406915,109.00700134277344,114.78470102945964,-0.4642909428285982,133,-0.004059004399219357,55.44835571383101,1.0141942641377362,0.9631446919421902,0
2023-05-22,110.84525299072266,0.01089360663231376,109.1271484375,114.7440881630809,-0.46288096325350486,136,0.001356741845626619,69.70948246012438,1.015744061654893,0.9660214723496953,0
2023-05-23,109.12752532958984,0.02318691635970249,109.20674591064453,114.68677629743304,-0.47120449720599344,137,-0.0047084351658441825,65.45457040480207,0.9992745816167848,0.9515266611607809,0
2023-05-24,106.44298553466797,0.02398687384775375,109.08997772216797,114.60350568366773,-0.4842128795214432,138,-0.04705885004700605,48.03052711375321,0.9757356977903011,0.9287934509479606,0
2023-05-25,104.22775268554688,0.02549753739189646,108.8519351196289,114.49974815368653,-0.4949471572824286,139,-0.06602749834844601,35.69243006866428,0.957518601492936,0.9102880518623313,0
2023-05-26,102.81040954589844,0.022833992229310388,108.61727233886718,114.25376815795899,-0.5018151282723179,140,-0.07004582980517671,31.182227685269083,0.9465383113759999,0.8998426152891537,0
2023-05-30,103.87107849121094,0.020615723039974762,108.42053131103516,113.99695175170899,-0.4966754811801609,144,-0.06291811612442644,26.254610572917315,0.9580388256282122,0.9111741752309948,0
2023-05-31,101.79666900634766,0.022488242513466233,108.17798400878907,113.71584846496582,-0.5067273759998769,145,-0.06717696842388154,24.101154867076815,0.9410109639136651,0.8951845356692715,0
2023-06-01,103.34878540039062,0.033548958926074485,108.02943603515625,113.43134101867676,-0.49920633887836324,146,-0.02906908443741063,28.113686306514126,0.9566724514488589,0.9111131409737454,0
2023-06-02,104.18162536621094,0.014098557285273481,107.869521484375,113.16784111022949,-0.49517067485003696,147,-0.0004425627354270878,31.46643710737051,0.9658115094290257,0.9205939102852934,0
2023-06-05,103.61378479003906,0.017726318982384845,107.66774505615234,112.88700874328613,-0.49792224043421707,150,0.007814143020040909,31.031397502783506,0.962347495398933,0.917853931497688,0
2023-06-06,104.09646606445312,0.010866609608187975,107.48152130126954,112.6392519378662,-0.49558332835477464,151,0.00216987804994484,34.6735608875923,0.9685057003675251,0.9241580024153088,0
2023-06-07,106.20696258544922,0.026750063301560302,107.51000213623047,112.42341514587402,-0.48535656782305275,152,0.04332453725795826,34.87092214559122,0.9878798295517648,0.9447050016016797,0
2023-06-08,105.91356658935547,0.014092060224310447,107.56016357421875,112.18693054199218,-0.48677826672810504,153,0.02481675211787393,34.5094553404455,0.9846913863818448,0.9440811516784609,0
2023-06-09,105.96089172363281,0.02203036569023998,107.51760162353516,111.98308380126953,-0.4865489449497599,154,0.017078504497962443,36.76074772273884,0.9855213483523093,0.9462223054303096,0
2023-06-12,106.33000183105469,0.013676577650246076,107.42559967041015,111.81173614501954,-0.4847603607749516,157,0.026214823119527164,37.044296800604194,0.9898013337350051,0.9509735337008357,0
2023-06-13,107.37106323242188,0.02277375211452516,107.36059783935546,111.7234253692627,-0.479715725285301,158,0.031457332720029374,44.75653579661946,1.0000974789007981,0.9610434237720906,0
2023-06-14,105.430908203125,0.021850249840824624,107.13163391113281,111.60629684448242,-0.48911706789906206,159,-0.007307001004758451,46.838182541895776,0.9841248971389852,0.9446680983424932,0
2023-06-15,104.61699676513672,0.020989774002049225,106.8982730102539,111.48485160827637,-0.49306101060994934,160,-0.012241772852818467,51.33272138054042,0.9786593723090516,0.9383965198494304,0
2023-06-16,105.21321868896484,0.015225247219876165,106.66398040771485,111.35053611755372,-0.4901719185038534,161,-0.0070561225231857705,58.717052364701225,0.9863987663576347,0.944882910827572,0
2023-06-20,102.7904052734375,0.019479331674487604,106.33540283203125,111.17931343078614,-0.5019120622885714,165,-0.03328878488350984,46.43209786982797,0.9666621138004858,0.9245461417373197,0
2023-06-21,101.95756530761719,0.028188498229091984,105.98590270996094,110.99994842529297,-0.5059477263168978,166,-0.05041859288555528,50.57864673108087,0.9619917621179523,0.9185370511792478,0
2023-06-22,102.21307373046875,0.012937820328286014,105.68867462158204,110.8303173828125,-0.504709617924704,167,-0.030520788708911728,45.49542461508667,0.9671147272538172,0.9222483174655232,0
2023-06-23,101.76826477050781,0.010790731740552315,105.29142791748046,110.65465339660645,-0.5068650134302782,168,-0.027230106796357956,40.12388695315524,0.9665389365814866,0.9196925899334012,0
2023-06-26,103.12165069580078,0.015327464026856088,104.95244720458984,110.4881413269043,-0.5003069577181363,171,-0.019879327134238012,48.107717391750754,0.9825559426430507,0.933327771264537,0
2023-06-27,102.81880950927734,0.012190667732870449,104.64302856445312,110.3214909362793,-0.5017744248581703,172,0.0002763315872165162,45.018446013358705,0.9825672184740699,0.9319925667852382,0
2023-06-28,103.02700805664062,0.013931194249777686,104.33029876708984,110.1221477508545,-0.5007655643053314,173,0.010489096574607393,35.441871642101745,0.9875080324138751,0.9355702750161916,0
2023-06-29,103.24468231201172,0.007426401034749403,104.09498504638673,109.93020233154297,-0.49971078763953025,174,0.010092726340108715,37.69629456635818,0.9918314726305394,0.9391839560217662,0
2023-06-30,103.19735717773438,0.00994340732147644,103.96515991210937,109.70375450134277,-0.49994010941787537,175,0.014042613485149236,37.259951547143054,0.992614807354463,0.9406912064843801,0
2023-07-03,104.5886001586914,0.026245761019668534,103.97959381103516,109.47499702453614,-0.49319861107085544,178,0.014225426503479799,42.66345067792263,1.0058569794835226,0.9553651792769671,0
2023-07-05,104.1437759399414,0.017694294529423497,104.03292846679688,109.24076591491699,-0.49535408051541985,180,0.01288642065578971,35.68417996075567,1.001065503728273,0.9533416858414796,0
2023-07-06,102.93235778808594,0.014785094013818393,103.99537963867188,109.02490661621094,-0.5012242078620216,181,-0.0009186937516679761,38.15068304804855,0.9897781819319342,0.9441178257590995,0
2023-07-07,102.46862030029297,0.013244422422971903,104.02225769042968,108.78716262817383,-0.5034713246850346,182,-0.0075167262307364036,39.461345692651776,0.9850643754074215,0.9419183093369468,0
2023-07-10,101.03006744384766,0.020958865514783553,103.92950897216797,108.52477760314942,-0.5104420708714095,185,-0.021001407334046762,31.04627897361867,0.9721018452122508,0.9309401011932203,0
2023-07-11,103.22575378417969,0.023131684294250294,103.89127410888672,108.29805450439453,-0.49980250895696926,186,-0.013030544174450043,52.01400222499563,0.9935940690840935,0.9531635102456155,0
2023-07-12,101.83451843261719,0.03045219117977172,103.82010345458984,108.03774726867675,-0.506543970334494,187,-0.02217374477238032,49.45872728419905,0.9808747539647643,0.9425827639608878,0
2023-07-13,99.21294403076172,0.02777510144051468,103.6247625732422,107.75169044494629,-0.5192472434065645,188,-0.03613454347350753,39.076539475884566,0.9574250552384891,0.9207553368404249,0
2023-07-14,95.75852966308594,0.037005219932126396,103.20682525634766,107.45020187377929,-0.5359861805069612,189,-0.06548434650083645,32.0520392157935,0.927831366048113,0.8911898534687962,0
2023-07-17,96.92262268066406,0.019644598260799322,102.8471875,107.1663207244873,-0.5303453749387046,192,-0.04065566684360089,31.27500736307107,0.9423944887230296,0.9044130844973334,0
2023-07-18,97.87850189208984,0.023702235113732113,102.52389190673829,106.90253341674804,-0.5257135038622771,193,-0.05180152913457692,35.64352879515219,0.9546896832703722,0.915586364174561,0
2023-07-19,100.12150573730469,0.023917478045532944,102.27555206298828,106.67450798034668,-0.514844657138987,194,-0.01682153283266108,42.44957793927782,0.9789387954185084,0.9385701198242293,0
2023-07-20,105.9798355102539,0.05334578408648948,102.21990295410156,106.50749008178711,-0.48645714969333065,195,0.06820573208062508,55.496399533429575,1.0367827834647878,0.9950458454036611,0
2023-07-21,104.88198852539062,0.018746639323802165,102.19794616699218,106.34592010498046,-0.4917769491352983,196,0.09527567825450545,53.248191052617024,1.0262631731758356,0.9862342478381427,0
2023-07-24,106.10287475585938,0.017995321315309277,102.2573812866211,106.19815444946289,-0.4858609426452295,199,0.09471733039500974,52.93902847501739,1.0376060233584468,0.9991028121524573,0
2023-07-25,104.55074310302734,0.021923978323370993,102.23088226318359,106.04584976196288,-0.49338205370573346,200,0.06816860783477852,50.75732321411027,1.022692368377214,0.9859013185118366,0
2023-07-26,106.90731811523438,0.02676008746947319,102.39555877685547,105.92959487915039,-0.48196287907780927,201,0.0677757723274166,57.094609683853676,1.044062060818586,1.009229934629689,0
2023-07-27,106.73695373535156,0.01059974346741931,102.58673431396484,105.79427131652832,-0.48278840790425553,202,0.007143983772501805,57.69885487138599,1.0404557124187719,1.008910524238149,0
2023-07-28,106.43411254882812,0.020289833900338828,102.75557586669922,105.66089416503907,-0.48425587504428946,203,0.014798766168146793,60.16376378915842,1.03579890094627,1.007317923910253,0
2023-07-31,106.64231872558594,0.015622244621161874,102.95053802490234,105.55794639587403,-0.48324697752195545,206,0.005084159792727805,56.94497690466709,1.0358597514059675,1.0102727683394406,0
2023-08-01,106.97357177734375,0.016186407464484374,103.10461486816406,105.47877365112305,-0.48164183598202515,207,0.023173710701691386,60.91678243839572,1.0375245755403555,1.0141715539011178,0
2023-08-02,100.80292510986328,0.06112405550053482,103.0239794921875,105.36605392456055,-0.5115427266806776,208,-0.057099861010368125,52.935009596431605,0.978441384294492,0.9566926097662882,0
2023-08-03,105.39305114746094,0.05729117385241154,103.11862121582031,105.31049942016601,-0.4893005105339401,209,-0.012590790170223132,67.06905771020168,1.0220564424235308,1.0007838888596052,0
