Date,Close,Volume,MA_25,Price_to_MA25,Volatility,Bollinger_Band_Width,ROC_14,Stochastic_K,RSI,One_Week_Growth,Bearish_Divergence,Days_Since_Last_Peak,Decline_Since_Last_Peak,OBV,Target
2024-05-24,106.42662811279297,429494000,106.42662811279297,1.0,0.03326981165331258,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.08012666500878773,0,0,0.0,429494000,0
2024-05-28,113.85567474365234,652728000,110.14115142822266,1.0337251178806715,0.04586190273124336,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.08012666500878773,0,0,0.0,1082222000,0
2024-05-29,114.77930450439453,557442000,111.68720245361328,1.0276853747148469,0.04061031105388227,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.08012666500878773,0,0,0.0,1639664000,1
2024-05-30,110.4560317993164,484553000,111.37940979003906,0.9917096167733038,0.05369383469734132,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.08012666500878773,0,1,-0.037665960111411906,1155111000,0
2024-05-31,109.5893783569336,613263000,111.02140350341797,0.9871013597261875,0.05134198897616189,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.08012666500878773,0,2,-0.04521656730601841,541848000,0
2024-06-03,114.95423889160156,438392000,111.67687606811523,1.029346834715249,0.026377180186686867,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.08012666500878773,0,0,0.0,980240000,0
2024-06-04,116.39067077636719,403324000,112.35027531215123,1.0359624883249305,0.022079921788752656,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.022264995033602242,0,0,0.0,1383564000,0
2024-06-05,122.39127349853516,528402000,113.60540008544922,1.0773367586970124,0.04207952189102707,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.06631830561274388,0,0,0.0,1911966000,0
2024-06-06,120.94985961914062,664696000,114.42145114474826,1.0570558091081508,0.058582149610015115,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.09500457013420571,0,1,-0.011777096832085686,1247270000,0
2024-06-07,120.83989715576172,412386000,115.06329574584962,1.0502036846108718,0.03064204952666478,26.179529108788714,23.877220134182096,99.29125983803614,81.26922780117789,0.10266066810037988,0,2,-0.01267554702576083,834884000,0
