Date,Close,Volume,MA_25,Price_to_MA25,Volatility,Bollinger_Band_Width,ROC_14,Stochastic_K,RSI,One_Week_Growth,Bearish_Divergence,Days_Since_Last_Peak,Decline_Since_Last_Peak,OBV,Target
2024-05-24,180.75,27471600,180.75,1.0,0.011780894365831601,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.013333353593966146,0,0,0.0,27471600,0
2024-05-28,182.14999389648438,29927000,181.4499969482422,1.0038577953155978,0.015283722069367664,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.013333353593966146,0,0,0.0,57398600,0
2024-05-29,182.02000427246094,32009300,181.63999938964844,1.0020920770980477,0.013924044148539821,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.013333353593966146,0,1,-0.0007136405620595872,25389300,0
2024-05-30,179.32000732421875,29184700,181.06000137329102,0.9903899589314322,0.016435915104880086,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.013333353593966146,0,2,-0.015536572424338937,-3795400,0
2024-05-31,176.44000244140625,58903900,180.13600158691406,0.9794821739521928,0.029949587803033084,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.013333353593966146,0,3,-0.03134774442168308,-62699300,0
2024-06-03,178.33999633789062,30786600,179.8366673787435,0.9916776091179402,0.01564433779988523,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.013333353593966146,0,6,-0.020916814088717275,-31912700,0
2024-06-04,179.33999633789062,27198400,179.76571437290735,0.9976318174102231,0.019027273668238157,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.01542683311969073,0,7,-0.015426833119690732,-4714300,0
2024-06-05,181.27999877929688,32116400,179.95499992370605,1.0073629454927764,0.015269294318731946,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,-0.00406551739256289,0,8,-0.004776256636505391,27402100,0
2024-06-06,185.0,31371200,180.5155554877387,1.0248424270149168,0.0193122118670478,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,0.03167517535013009,0,0,0.0,58773300,0
2024-06-07,184.3000030517578,28021500,180.8940002441406,1.01882872180957,0.01584636437263268,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,0.044547724447928205,0,1,-0.003783767287795608,30751800,0
2024-06-10,187.05999755859375,34445600,181.45454545454547,1.0308917701124904,0.01868855492218822,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,0.04889537624628981,0,0,0.0,65197400,0
2024-06-11,187.22999572753906,27265100,181.93583297729492,1.0290990656629189,0.017267245955760114,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,0.04399464453419011,0,0,0.0,92462500,1
2024-06-12,186.88999938964844,33984200,182.3169227013221,1.0250831169184338,0.015530333801625522,7.084237598513761,1.6099605322873443,68.78452456473494,56.362064203105675,0.03094660551703532,0,1,-0.001815928780906424,58478300,0
