initial_capital,final_capital,total_return,cash,cash_pct,position_value,position_pct,num_positions,num_trades,buy_trades,sell_trades,Strategy
100000.0,102311.91851449522,0.023119185144952207,76257.41160340093,74.53424069317694,26054.50691109429,25.465759306823056,1,22,15,7,Sell 3%
