Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2023-02-22 00:00:00,NVDA,BUY,55.91093063354492,53.60316780713507,2997.0029970029973,0.9383260011672974
2023-03-15 00:00:00,NVDA,BUY,54.51840591430664,54.929084617760616,2994.64613169237,0.9901913404464722
2023-04-05 00:00:00,NVDA,SELL,61.976295471191406,108.53225242489569,6726.426944439265,0.9273298382759094
2023-10-05 00:00:00,NVDA,BUY,57.36212921142578,52.62275442784498,3018.553238951172,0.9628806114196777
2023-12-06 00:00:00,NVDA,BUY,54.52394104003906,55.277674780043206,3013.9566805375302,0.9263687133789062
2024-03-19 00:00:00,NVDA,SELL,62.26337814331055,107.90042920788818,6718.245225596252,0.9851270318031311
2024-08-06 00:00:00,NVDA,BUY,54.75831604003906,55.49171186712787,3038.632696022974,0.906956672668457
2024-08-07 00:00:00,NVDA,BUY,54.738800048828125,55.508692162664055,3038.4792012640205,0.9494264721870422
2024-09-06 00:00:00,NVDA,BUY,50.758506774902344,59.59822651350885,3025.1169842581035,0.9057514667510986
2025-01-15 00:00:00,NVDA,SELL,51.864009857177734,170.59863054330077,8847.929056118774,0.9051056504249573
2025-04-04 00:00:00,NVDA,BUY,40.10063934326172,75.5687072667967,3030.3534757423354,0.9584120512008667
2025-04-07 00:00:00,NVDA,BUY,38.33003616333008,78.95172906403569,3026.2226301819264,0.9379560351371765
2025-04-08 00:00:00,NVDA,BUY,35.71864700317383,84.38193830309385,3014.0086676918017,0.9541680812835693
2025-04-10 00:00:00,NVDA,BUY,36.07474899291992,83.61632750359365,3016.4380264019273,0.9735921025276184
2025-04-15 00:00:00,NVDA,BUY,37.39033126831055,81.01115532402801,3029.033933993967,0.9002799987792969
2025-08-25 00:00:00,NVDA,SELL,46.15330123901367,403.52985746154786,18624.235070359067,0.971575915813446
2025-10-15 00:00:00,NVDA,BUY,41.880001068115234,74.84008089657696,3134.302667886474,0.9397707581520081
2025-10-16 00:00:00,NVDA,BUY,41.040000915527344,76.32296799563737,3132.294676416722,0.9359866380691528
2025-10-17 00:00:00,NVDA,BUY,40.900001525878906,76.56568378488467,3131.5365836317446,0.9670812487602234
