Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2023-02-22 00:00:00,NVDA,BUY,55.91093063354492,89.3386130118918,4995.004995004996,0.9383260011672974
2023-03-15 00:00:00,NVDA,BUY,54.51840591430664,91.5010511274716,4988.491446953222,0.9901913404464722
2023-04-05 00:00:00,NVDA,SELL,61.97629165649414,90.41983206968169,5603.885883881814,0.9273298382759094
2023-10-05 00:00:00,NVDA,BUY,57.36212158203125,87.76504851598247,5034.389383626658,0.9628806114196777
2023-12-06 00:00:00,NVDA,BUY,54.52394485473633,91.8647253166796,5008.827217262138,0.9263687133789062
2024-03-19 00:00:00,NVDA,SELL,62.26336669921875,101.2686022133789,6305.324114728925,0.9851270318031311
2024-04-02 00:00:00,NVDA,SELL,65.37362670898438,63.292876383361815,4137.684874023788,0.9859553575515747
2024-04-10 00:00:00,NVDA,SELL,67.00651550292969,39.55804773960113,2650.6469391292158,0.9378193020820618
2024-08-06 00:00:00,NVDA,BUY,54.75831604003906,93.25724368546001,5106.609622751356,0.906956672668457
2024-08-07 00:00:00,NVDA,BUY,54.738807678222656,93.28207344660996,5106.149478219822,0.9494264721870422
2024-09-06 00:00:00,NVDA,BUY,50.75850296020508,99.60201974892558,5055.649414268244,0.9057514667510986
2025-01-15 00:00:00,NVDA,SELL,51.864017486572266,75.44387495292801,3912.82244981343,0.9051056504249573
2025-04-04 00:00:00,NVDA,BUY,40.10063934326172,122.49186055632366,4912.001922654241,0.9584120512008667
2025-04-07 00:00:00,NVDA,BUY,38.330039978027344,127.22157063732273,4876.40788859601,0.9379560351371765
2025-04-08 00:00:00,NVDA,BUY,35.718650817871094,134.59240065115014,4807.458961597438,0.9541680812835693
2025-04-10 00:00:00,NVDA,BUY,36.07474899291992,133.58166350594516,4818.924981033663,0.9735921025276184
2025-04-15 00:00:00,NVDA,BUY,37.39033508300781,130.2701553953072,4870.8447615460345,0.9002799987792969
2025-08-25 00:00:00,NVDA,SELL,46.15330123901367,115.59814903001478,5335.236194854669,0.971575915813446
2025-09-02 00:00:00,NVDA,SELL,47.79452896118164,101.14838040126293,4834.339196464778,0.9878650307655334
2025-10-15 00:00:00,NVDA,BUY,41.880001068115234,122.53801143227055,5131.892049668208,0.9397707581520081
2025-10-16 00:00:00,NVDA,BUY,41.040000915527344,124.18948027235686,5096.73638407639,0.9359866380691528
2025-10-17 00:00:00,NVDA,BUY,40.900001525878906,124.44388764342331,5089.755194502317,0.9670812487602234
