Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2023-02-22 00:00:00,NVDA,BUY,55.91093063354492,53.60316780713507,2997.0029970029973,0.9383260011672974
2023-03-15 00:00:00,NVDA,BUY,54.51840591430664,54.929084617760616,2994.64613169237,0.9901913404464722
2023-04-05 00:00:00,NVDA,SELL,61.976295471191406,48.757408974259974,3021.803584998456,0.9273298382759094
2023-10-05 00:00:00,NVDA,BUY,57.36212921142578,52.48058679306448,3010.3982007152104,0.9628806114196777
2023-12-06 00:00:00,NVDA,BUY,54.52394104003906,55.03508072245105,3000.7294964447115,0.9263687133789062
2024-03-19 00:00:00,NVDA,SELL,62.26337814331055,48.86423330069568,3042.4522356841626,0.9851270318031311
2024-04-02 00:00:00,NVDA,SELL,65.3736343383789,46.70661307011931,3053.3810440301286,0.9859553575515747
2024-04-10 00:00:00,NVDA,SELL,67.00651550292969,45.619037347920695,3056.7727332821764,0.9378193020820618
2024-08-06 00:00:00,NVDA,BUY,54.75831604003906,55.59003021152843,3044.0164429981933,0.906956672668457
2024-08-07 00:00:00,NVDA,BUY,54.738800048828125,55.60676267190509,3043.8474632600523,0.9494264721870422
2024-09-06 00:00:00,NVDA,BUY,50.758506774902344,59.64218255397599,3027.3481272359527,0.9057514667510986
2025-01-15 00:00:00,NVDA,SELL,51.864009857177734,58.55286128889241,3036.7861750530765,0.9051056504249573
2025-04-04 00:00:00,NVDA,BUY,40.10063934326172,74.43381057162841,2984.8433926775324,0.9584120512008667
2025-04-07 00:00:00,NVDA,BUY,38.33003616333008,77.57442818677204,2973.4306377486246,0.9379560351371765
2025-04-08 00:00:00,NVDA,BUY,35.71864700317383,82.60627150442687,2950.5842521149607,0.9541680812835693
2025-04-10 00:00:00,NVDA,BUY,36.07474899291992,81.89791334069574,2954.4466668095065,0.9735921025276184
2025-04-15 00:00:00,NVDA,BUY,37.39033126831055,79.49284838291327,2972.2639344987115,0.9002799987792969
2025-08-25 00:00:00,NVDA,SELL,46.15330123901367,67.50552575548237,3115.6028654907736,0.971575915813446
2025-09-02 00:00:00,NVDA,SELL,47.79452896118164,65.66582989763985,3138.467408802775,0.9878650307655334
2025-10-15 00:00:00,NVDA,BUY,41.880001068115234,73.1635187499433,3064.088243394694,0.9397707581520081
2025-10-16 00:00:00,NVDA,BUY,41.040000915527344,74.36705247527321,3052.0239016702826,0.9359866380691528
2025-10-17 00:00:00,NVDA,BUY,40.900001525878906,74.56234488871391,3049.600019721508,0.9670812487602234
