Date,Low,Close,Volatility,MA_25,MA_100,RSI_14,Month_Growth_Rate,STOCH_%K,STOCH_%D,Vol_zscore,Ulcer_Index,Return_Entropy_50d,VIX,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,Week_Growth_Rate,Target
2023-01-03,57.52834789230169,58.427974700927734,0.04558587780685635,58.427974700927734,58.427974700927734,76.93086205857772,0.0,33.098541415655596,33.098541415655596,0.7071067811865585,0.0,2.2718685126965625,22.899999618530273,0.0,0,0.0,1
2023-01-04,57.13595906751098,58.48540115356445,0.03570235967097371,58.456687927246094,58.456687927246094,76.93086205857772,0.0009828588605144124,43.38464038354651,38.24159089960105,0.7071067811865585,0.0006943037626140503,2.2718685126965625,22.010000228881836,0.0009828588605144124,1,0.0009828588605144124,0
2023-01-05,58.14085554792589,59.54772186279297,0.032395281034656845,58.82036590576172,58.82036590576172,76.93086205857772,0.01916457258011811,77.53831205141456,51.34049795020556,0.7071067811865585,0.014965038009474886,2.2538575896013517,22.459999084472656,0.01916457258011811,2,0.01916457258011811,0
2023-01-06,60.23679971467115,61.01201248168945,0.026651926049136458,59.36827754974365,59.36827754974365,76.93086205857772,0.04422603716778649,82.15013262433382,59.042906618737625,0.7071067811865585,0.03195583683572648,2.2450352741261774,21.1299991607666,0.04422603716778649,3,0.04422603716778649,0
2023-01-09,61.232135401786124,61.327842712402344,0.04008019390681084,59.76019058227539,59.76019058227539,76.93086205857772,0.04963149974507955,63.662787301080236,59.96688275520614,-1.153677809742731,0.03241312986518684,2.242973226438147,21.969999313354492,0.04963149974507955,4,0.04963149974507955,0
2023-01-10,60.40907495284967,61.394840240478516,0.022875775865825322,60.032632191975914,60.032632191975914,76.93086205857772,0.0507781684156797,64.68028915488514,60.75245048848598,-1.027158168613815,0.030348507240255902,2.21106887114461,20.579999923706055,0.0507781684156797,5,0.0507781684156797,0
2023-01-11,60.897174720672716,61.3374137878418,0.02107690664438098,60.219029562813894,60.219029562813894,76.93086205857772,0.049795309555165285,63.80814470876665,61.188978234240366,-0.9586174890723376,0.028099482084523304,2.1660849392498287,21.09000015258789,0.049795309555165285,6,0.048764522052073246,0
2023-01-12,61.490537850281655,62.916542053222656,0.034573695456334846,60.55621862411499,60.55621862411499,76.93086205857772,0.07682223070832629,87.79061068264528,64.51418229029098,0.4656247505882978,0.04427990149236275,2.1500602244842355,18.829999923706055,0.07682223070832629,7,0.05657345209934249,0
2023-01-13,61.89249654145759,62.505008697509766,0.022205309269546104,60.77275085449219,60.77275085449219,76.93086205857772,0.06977880060794397,81.54058975852477,66.40600534231696,1.1864864593648947,0.04180438747777602,2.2161022480912638,18.350000381469727,0.06977880060794397,8,0.024470528918684353,0
2023-01-17,61.78722550555179,61.94035720825195,0.021858764066040547,60.88951148986816,60.88951148986816,76.93086205857772,0.06011473999061015,72.96513998341779,67.06191880642703,1.4815013520319473,0.03996147350658127,2.159731616075493,19.360000610351562,0.06011473999061015,9,0.00998754348366701,0
2023-01-18,61.519253612057895,61.65324020385742,0.04248473009377371,60.958941372958094,60.958941372958094,76.93086205857772,0.055200706843574296,64.21764036793205,66.80334803929112,1.049681655023767,0.03857974064793388,2.180945560561596,20.34000015258789,0.055200706843574296,10,0.004208822148030273,0
2023-01-19,61.04072962945458,62.84955596923828,0.034978104805529674,61.11649258931478,61.11649258931478,76.93086205857772,0.07567575790437829,81.22445780277756,68.00510718624834,0.9898673727669226,0.036938568168386886,2.2025210748201953,20.520000457763672,0.07567575790437829,11,0.024652851954710533,0
2023-01-20,62.619861640288036,64.03630065917969,0.02540835201738748,61.341093210073616,61.341093210073616,76.93086205857772,0.09598699915509655,97.30098561474178,70.25863629613244,0.8051034200205427,0.04904630566036514,2.200516493092306,19.850000381469727,0.09598699915509655,12,0.01779752302677092,0
2023-01-23,63.48120868591508,63.64390563964844,0.02050211415052687,61.505579812186106,61.505579812186106,76.93086205857772,0.08820157482615804,84.89388905176443,71.3040114929633,0.8009514619797423,0.047290568337273034,2.18588935921926,19.809999465942383,0.08927112338600166,13,0.018220890867327345,0
