initial_capital,final_capital,total_return,cash,cash_pct,position_value,position_pct,num_positions,num_trades,buy_trades,sell_trades,Strategy
100000.0,104689.7611421086,0.04689761142108604,95170.7002899491,90.90736214476783,9519.060852159504,9.09263785523217,1,19,15,4,Sell 100%
