Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2023-02-22 00:00:00,NVDA,BUY,55.910926818847656,53.60317146437829,2997.0029970029977,0.9383260011672974
2023-03-15 00:00:00,NVDA,BUY,54.51840591430664,54.929084727368306,2994.6461376680068,0.9901913404464722
2023-04-05 00:00:00,NVDA,SELL,61.976295471191406,54.2661280958733,3363.213588947365,0.9273298382759094
2023-10-05 00:00:00,NVDA,BUY,57.36212921142578,52.493688761790956,3011.1497575382223,0.9628806114196777
2023-12-06 00:00:00,NVDA,BUY,54.523948669433594,55.05743051446562,3001.9485152416305,0.9263687133789062
2024-03-19 00:00:00,NVDA,SELL,62.263370513916016,40.45431184303247,2518.8218071682313,0.9851270318031311
2024-04-02 00:00:00,NVDA,SELL,65.3736343383789,30.340733882274353,1983.484042377867,0.9859553575515747
2024-04-10 00:00:00,NVDA,SELL,67.00651550292969,22.755550411705766,1524.7701414396604,0.9378193020820618
2024-08-06 00:00:00,NVDA,BUY,54.75831604003906,55.33040165312891,3029.7996203443327,0.906956672668457
2024-08-07 00:00:00,NVDA,BUY,54.738807678222656,55.34659435624576,3029.60658411114,0.9494264721870422
2024-09-06 00:00:00,NVDA,BUY,50.758506774902344,59.26375433656355,3008.139675998609,0.9057514667510986
2025-01-15 00:00:00,NVDA,SELL,51.864013671875,34.02962879729364,1764.9131331916685,0.9051056504249573
2025-04-04 00:00:00,NVDA,BUY,40.10063934326172,73.41145768620412,2943.84638833759,0.9584120512008667
2025-04-07 00:00:00,NVDA,BUY,38.33003616333008,76.41521384737622,2928.997910198532,0.9379560351371765
2025-04-08 00:00:00,NVDA,BUY,35.71864700317383,81.2229691201618,2901.174562552748,0.9541680812835693
2025-04-10 00:00:00,NVDA,BUY,36.07474899291992,80.54671594046184,2905.702559756183,0.9735921025276184
2025-04-15 00:00:00,NVDA,BUY,37.39033126831055,78.25342460475987,2925.921468851735,0.9002799987792969
2025-08-25 00:00:00,NVDA,SELL,46.15330123901367,49.502296165227136,2284.694386936599,0.971575915813446
2025-09-02 00:00:00,NVDA,SELL,47.79452896118164,45.37710481812488,2168.7773504044444,0.9878650307655334
2025-10-15 00:00:00,NVDA,BUY,41.880001068115234,72.10896143475021,3019.923381908019,0.9397707581520081
2025-10-16 00:00:00,NVDA,BUY,41.040000915527344,73.23151893372754,3005.4216040856363,0.9359866380691528
2025-10-17 00:00:00,NVDA,BUY,40.900001525878906,73.41313724053006,3002.597425157237,0.9670812487602234
