initial_capital,final_capital,total_return,cash,cash_pct,position_value,position_pct,num_positions,num_trades,buy_trades,sell_trades,Strategy
100000.0,133221.77363802327,0.33221773638023266,133221.77363802327,100.0,0,0.0,0,44,35,9,Sell 100%
