initial_capital,final_capital,total_return,cash,cash_pct,position_value,position_pct,num_positions,num_trades,buy_trades,sell_trades
100000.0,133221.77432945982,0.3322177432945982,133221.77432945982,100.0,0,0.0,0,44,35,9
