Strategy,Initial_Capital,Final_Capital,Total_Return,Annualized_Return,Max_Drawdown,Sharpe_Ratio,Total_Trades,Win_Rate,Profit_Factor
3% Per Trade,100000.0,154017.84943076828,0.5401784943076828,0.32002267813015517,0.2831156350500073,1.0556543596492427,54,0.0,0
