Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility,MA_25,MA_100,RSI_14,Month_Growth_Rate,STOCH_%K,STOCH_%D,Roll_Vol_20d,Vol_zscore,Ulcer_Index,Return_Entropy_50d,VIX,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,Week_Growth_Rate,Days_Since_Last_Peak,Decline_Since_Last_Peak,One_Week_Growth,RSI,Price_to_MA25,Price_to_MA100,Dip_Probability,Predicted_Dip,Sell_Probability,Sell_Signal
2024-02-01,62.06887734355602,63.159334010145514,61.61910590922887,62.99541473388672,369146000,0.0,0.0,0.04970875996964974,0.024814821321664345,62.99541473388672,62.99541473388672,48.93460700967745,0.0,89.35746749710376,89.35746749710376,0.001247524803970861,0.7071067811865475,0.0,2.2718685126965625,13.880000114440918,0.0,0,0.0,0,-0.695733110622613,0.0,50.0,1.0,1.0,0.024300545,False,0.00037355552,False
2024-02-02,63.941929855443355,66.5666129335565,63.658071823684544,66.12683868408203,476578000,0.0,0.0,0.04970875996964974,0.04548722749606456,64.56112670898438,64.56112670898438,48.93460700967745,0.049708759969649755,91.11119504607002,90.23433127158688,0.001247524803970861,0.7071067811865475,0.03348490800432114,2.2718685126965625,13.850000381469727,0.049708759969649755,1,0.049708759969649755,0,-0.6806083808518405,0.0,50.0,1.0242516209816979,1.0242516209816979,0.054982103,False,0.00024846167,False
2024-02-05,68.19080896214494,69.46217469854224,67.17132346877767,69.29725646972656,680078000,0.0,0.0,0.04794449347247731,0.03359472140939551,66.13983662923177,66.13983662923177,48.93460700967745,0.10003651476001689,97.89727422714448,92.7886455901061,0.001247524803970861,0.7071067811865475,0.0587738690274804,2.2538575896013517,13.670000076293945,0.10003651476001689,2,0.10003651476001689,0,-0.6652953114524276,0.0,50.0,1.047738549131815,1.047738549131815,0.0124314055,False,0.0015266285,False
2024-02-06,69.59510487406826,69.71904328530657,66.26677937017486,68.18881225585938,683111000,0.0,0.0,-0.01599549924969146,0.04960498186443646,66.65208053588867,66.65208053588867,48.93460700967745,0.08244088151353983,81.10811283595145,89.86851240156743,0.037435466661857854,0.7071067811865475,0.051524166751207974,2.20478541691352,13.0600004196167,0.08244088151353983,3,0.08244088151353983,1,-0.6706490800469586,0.0,50.0,1.023056020271464,1.023056020271464,0.2142329,False,0.00013271857,False
2024-02-07,68.28475901119934,70.1848072130282,67.56611760223609,70.0638656616211,495575000,0.0,0.0,0.027497962550309785,0.03834954752293426,67.33443756103516,67.33443756103516,48.93460700967745,0.11220580033632334,98.58807180967825,91.6124242831896,0.030566248206762178,0.3893524074193624,0.05323798234564356,2.2055983590263937,12.829999923706055,0.11220580033632334,4,0.11220580033632334,0,-0.6615926007841797,0.0,50.0,1.0405353961427517,1.0405353961427517,0.017597051,False,0.00029253494,False
2024-02-08,70.03888367292437,70.75852410364115,69.4201981828919,69.6061019897461,414422000,0.0,0.0,-0.006533520061336673,0.01910832741137229,67.71304829915364,67.71304829915364,48.93460700967745,0.10493918142749095,87.39064030793959,90.90879362064793,0.030487919930548453,0.34444270563595775,0.04867254651506529,2.21106887114461,12.789999961853027,0.10493918142749095,5,0.10493918142749095,1,-0.6638035923158611,0.10493918142749092,50.0,1.027956999989559,1.027956999989559,0.025277488,False,0.030488284,False
2024-02-09,70.49765833259872,72.14883106624032,70.17682001570536,72.09686279296875,436637000,0.0,0.0,0.03578365591553423,0.027972717068576514,68.3393075125558,68.3393075125558,48.93460700967745,0.14447794490328433,99.50646125614242,92.13703185428999,0.02797173378827245,0.17320574485856027,0.06461739894540454,2.220025327834538,12.930000305175781,0.14447794490328433,6,0.09028140808920623,0,-0.6517732557432532,0.09028140808920626,50.0,1.05498380678971,1.05498380678971,0.009708884,False,0.0062778997,False
2024-02-12,72.56361295434608,74.57360667156944,71.21429106971823,72.2117919921875,613710000,0.0,0.0,0.001594094316541561,0.046294767653930695,68.82336807250977,68.82336807250977,48.93460700967745,0.14630235069066186,81.76838519128535,90.84095102141441,0.0267934363477988,0.08305457769842778,0.06155492017177175,2.231606951608935,13.930000305175781,0.14630235069066186,7,0.04205845470569519,0,-0.6512181494693657,0.04205845470569525,50.0,1.0492336253597443,1.0492336253597443,0.017117137,False,0.014810427,False
2024-02-13,70.36472691376362,73.41319410596859,69.58511896051495,72.09185791015625,602580000,0.0,0.0,-0.0016608656110379538,0.05440332554896695,69.18653361002605,69.18653361002605,48.93460700967745,0.14439849653654777,80.84257504829701,89.7300203577347,0.02596116072165268,0.015758192811907015,0.05803717587642852,2.2161022480912633,15.850000381469727,0.14439849653654777,8,0.057238798054610365,1,-0.6517974292506662,0.057238798054610296,50.0,1.0419926270118725,1.0419926270118725,0.039402995,False,0.0017660351,False
2024-02-14,73.1653201816801,74.19879860297466,71.90195366370614,73.86296844482422,504917000,0.0,0.0,0.02456741421306141,0.0313925358840107,69.65417709350587,69.65417709350587,48.93460700967745,0.17251340842576574,94.51435265794973,90.20845358775621,0.024405220849814495,-0.11325465359626928,0.07067732675482694,2.2051551011994586,14.380000114440918,0.17251340842576574,9,0.054223425261049514,0,-0.6432429924650146,0.05422342526104962,50.0,1.0604241055876427,1.0604241055876427,0.011087009,False,0.005156046,False
