Date,Close,Volatility,MA_25,MA_100,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,One_Week_Growth,Target
2020-01-02,301.1949157714844,0.007294355587596383,303.5957922363281,275.2852284240723,0.0,0,0.005479274394843525,0
2020-01-03,298.9141540527344,0.007908857005725514,303.5957922363281,275.2852284240723,0.0,0,0.005479274394843525,0
2020-01-06,300.0544738769531,0.010515228985158446,303.5957922363281,275.2852284240723,0.003814873965511767,1,0.005479274394843525,0
2020-01-07,299.21087646484375,0.00402457542802995,303.5957922363281,275.2852284240723,0.0009926676541955498,2,0.005479274394843525,0
2020-01-08,300.8055114746094,0.009630226444699247,303.5957922363281,275.2852284240723,0.006327426775318666,3,0.005479274394843525,0
2020-01-09,302.8452453613281,0.0037099029895454423,303.5957922363281,275.2852284240723,0.013151238425130673,4,0.005479274394843525,0
2020-01-10,301.97369384765625,0.006905127529234247,303.5957922363281,275.2852284240723,0.010235513285135743,5,0.010235513285135722,0
2020-01-13,304.0505065917969,0.0062501238879536965,303.5957922363281,275.2852284240723,0.01718337010617552,6,0.01331769082864076,0
2020-01-14,303.5869140625,0.005435608674570573,303.5957922363281,275.2852284240723,0.015632448134059444,7,0.01462526245489082,0
2020-01-15,304.2729797363281,0.00537644483040069,303.5957922363281,275.2852284240723,0.01792764113354213,8,0.011527276361129601,0
2020-01-16,306.80401611328125,0.004458602263502614,303.5957922363281,275.2852284240723,0.026395076825819853,9,0.013071926380187504,0
2020-01-17,307.7589416503906,0.004009606642508997,303.5957922363281,275.2852284240723,0.02958972493519278,10,0.019158118473899144,0
2020-01-21,307.1563415527344,0.0041099588293977505,303.5957922363281,275.2852284240723,0.02757376118946149,11,0.010214865272720086,0
2020-01-22,307.1933898925781,0.005357569322227478,303.5957922363281,275.2852284240723,0.027697704265898123,12,0.011879549687493052,0
2020-01-23,307.5457458496094,0.008347729258883196,303.5957922363281,275.2852284240723,0.028876490724330895,13,0.010756019532583316,0
2020-01-24,304.8106994628906,0.015551718775617512,303.5957922363281,275.2852284240723,0.01972655135332261,14,-0.006497035715642752,0
2020-01-27,299.9247131347656,0.007615365335647457,303.5957922363281,275.2852284240723,0.0033807669136101445,15,-0.025455729973638097,0
2020-01-28,303.06768798828125,0.013074509419553933,303.5957922363281,275.2852284240723,0.013895407357706151,16,-0.013311310923239228,0
2020-01-29,302.8173828125,0.006790946321850379,303.5957922363281,275.2852284240723,0.013058025880825363,17,-0.014245121230011981,0
2020-01-30,303.8001403808594,0.01347267022611024,303.5957922363281,275.2852284240723,0.016345784439712463,18,-0.012179018956684273,0
2020-01-31,298.2837219238281,0.019694197068520616,303.5957922363281,275.2852284240723,0.0,0,-0.021413216631055776,0
2020-02-03,300.4995422363281,0.009092322207858747,303.5957922363281,275.2852284240723,0.007428565991495332,1,0.0019165779823693274,0
2020-02-04,305.07958984375,0.006980243526677366,303.5957922363281,275.2852284240723,0.022783234284763674,2,0.006638457134191533,0
2020-02-05,308.6026306152344,0.007283182322122617,303.5957922363281,275.2852284240723,0.03459427361591445,3,0.019104741441862805,0
2020-02-06,309.6409912109375,0.0041628421826022015,303.5957922363281,275.2852284240723,0.03807539081871068,4,0.019225964881898205,0
2020-02-07,307.99072265625,0.007181010991719551,303.86762451171876,275.2852284240723,0.032542844342343044,5,0.032542844342343,0
2020-02-10,310.2900085449219,0.010747811009011028,304.3226586914063,275.2852284240723,0.04025122974749444,6,0.03258063634883679,0
2020-02-11,310.8277893066406,0.006960959996426822,304.75359130859374,275.2852284240723,0.04205414664235631,7,0.01884163888457646,0
2020-02-12,312.8303527832031,0.0036220089342946754,305.2983703613281,275.2852284240723,0.04876776635866751,8,0.013699566201170521,0
2020-02-13,312.4966125488281,0.007622216608846993,305.76601440429687,275.2852284240723,0.04764889794633013,9,0.009222362086889424,0
2020-02-14,312.9971618652344,0.00453319526836948,306.1720910644531,275.2852284240723,0.04932699594369276,10,0.016255162382186716,0
2020-02-18,312.1905822753906,0.007310397614530348,306.5807666015625,275.2852284240723,0.046622927533115116,11,0.006125152850977367,0
2020-02-19,313.68328857421875,0.004736598316894203,306.96607788085936,275.2852284240723,0.051627244527688874,12,0.009186756673037033,0
2020-02-20,312.3945617675781,0.014685918505576646,307.3183837890625,275.2852284240723,0.04730677139449616,13,-0.0013930586074779594,0
2020-02-21,309.1774597167969,0.009628315421870103,307.5145629882812,275.2852284240723,0.03652139554484523,14,-0.010621404196861861,0
2020-02-24,298.9234924316406,0.03812591064471664,307.1993420410156,275.2852284240723,0.0021448388255523925,15,-0.044964207821326485,0
2020-02-25,289.8655090332031,0.039883876065887225,306.4836047363281,275.2852284240723,0.0,0,-0.07151104008158082,0
2020-02-26,288.7992858886719,0.02358512100475465,305.74932250976565,275.2852284240723,0.0,0,-0.07932842963567444,0
2020-02-27,275.8288269042969,0.04599616377267851,304.4947399902344,275.2852284240723,0.0,0,-0.11704984445435451,0
2020-02-28,274.6699523925781,0.042777989543897936,303.1797082519531,275.2852284240723,0.0,0,-0.1116106826022416,0
2020-03-02,286.56488037109375,0.04929416393898938,302.44987548828124,275.2852284240723,0.043306258565605805,1,-0.04134372966143873,0
2020-03-03,278.3598327636719,0.05256862363060384,301.5872802734375,275.2852284240723,0.013433869773348584,2,-0.03969315393165085,0
2020-03-04,290.0600891113281,0.03191565296971172,301.06697631835937,275.2852284240723,0.05603138087981792,3,0.004365672923243524,0
2020-03-05,280.4179992675781,0.027739494885969253,300.1710009765625,275.2852284240723,0.020927104784961976,4,0.016637754707464092,0
2020-03-06,275.782470703125,0.02916591496156701,299.0502941894531,275.2852284240723,0.004050382289202073,5,0.004050382289202181,0
2020-03-09,254.24534606933594,0.03901195318051265,297.28875915527345,275.2852284240723,0.0,0,-0.11278260706582355,0
2020-03-10,267.4012756347656,0.052768367905767874,295.96482849121094,275.2852284240723,0.05174501625623424,1,-0.03936831338093982,0
