Date,Close,Volatility,MA_3,MA_10,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,One_Week_Growth,Target
2022-01-03 00:00:00-05:00,399.9266662597656,0.05665867745607603,381.9433288574219,361.3019958496094,0.0,0,-0.11807164964096739,0
2022-01-04 00:00:00-05:00,383.1966552734375,0.07141351943476278,381.9433288574219,361.3019958496094,0.0,0,-0.11807164964096739,0
2022-01-05 00:00:00-05:00,362.7066650390625,0.0779052153559159,381.9433288574219,361.3019958496094,0.0,0,-0.11807164964096739,0
2022-01-06 00:00:00-05:00,354.8999938964844,0.06267409470752089,366.93443806966144,361.3019958496094,0.0,0,-0.11807164964096739,0
2022-01-07 00:00:00-05:00,342.32000732421875,0.06565345716515399,353.3088887532552,361.3019958496094,0.0,0,-0.11807164964096739,0
2022-01-10 00:00:00-05:00,352.7066650390625,0.07910000368957508,349.9755554199219,361.3019958496094,0.03034195341380184,1,-0.11807164964096739,0
2022-01-11 00:00:00-05:00,354.79998779296875,0.03514380105945962,349.9422200520833,361.3019958496094,0.03645705831307119,2,-0.07410468512624613,0
2022-01-12 00:00:00-05:00,368.739990234375,0.03916209878903614,358.74888102213544,361.3019958496094,0.07717919591282699,3,0.016634172395654012,0
2022-01-13 00:00:00-05:00,343.85333251953125,0.08030153866575224,355.7977701822917,361.3019958496094,0.004479215828773497,4,-0.0311261244489488,0
2022-01-14 00:00:00-05:00,349.8699951171875,0.037867166304197855,354.15443929036456,361.3019958496094,0.022055350641009983,5,0.02205535064100994,0
2022-01-18 00:00:00-05:00,343.5033264160156,0.05331133449427417,345.7422180175781,355.6596618652344,0.0034567628723965516,6,-0.02609346387607281,0
2022-01-19 00:00:00-05:00,331.8833312988281,0.057280859773615474,341.75221761067706,350.52832946777346,0.0,0,-0.06459035310765804,1
2022-01-20 00:00:00-05:00,332.0899963378906,0.047200711146960214,335.82555135091144,347.46666259765624,0.0006227038828787052,1,-0.09939251197894006,0
2022-01-21 00:00:00-05:00,314.6333312988281,0.06428530078500812,326.2022196451823,343.43999633789065,0.0,0,-0.08497809518552035,1
2022-01-24 00:00:00-05:00,310.0,0.09067602256619653,318.90777587890625,340.20799560546874,0.0,0,-0.11395660009036557,0
2022-01-25 00:00:00-05:00,306.1333312988281,0.05255960090939844,310.25555419921875,335.5506622314453,0.0,0,-0.10879078088440064,0
2022-01-26 00:00:00-05:00,312.4700012207031,0.08577012085368989,309.53444417317706,331.3176635742187,0.020699052582711226,1,-0.058494441411536924,0
2022-01-27 00:00:00-05:00,276.3666687011719,0.11398598106089587,298.3233337402344,322.08033142089846,0.0,0,-0.16779586332381446,1
2022-01-28 00:00:00-05:00,282.1166687011719,0.07875565089515375,290.3177795410156,315.9066650390625,0.020805692766870255,1,-0.10334780000397681,0
2022-01-31 00:00:00-05:00,312.239990234375,0.08701627725464525,290.24110921223956,312.14366455078124,0.12980335762556092,2,0.007225774949596753,0
2022-02-01 00:00:00-05:00,310.4166564941406,0.041381158879595245,301.5911051432292,308.8349975585937,0.1232058408236853,3,0.01399169824840607,0
2022-02-02 00:00:00-05:00,301.88665771484375,0.04534680265265997,308.1811014811198,305.8353302001953,0.09234105231867154,4,-0.03386995060170328,1
2022-02-03 00:00:00-05:00,297.0466613769531,0.06403636283615008,303.1166585286458,302.33099670410155,0.07482809983190118,5,0.07482809983190108,0
2022-02-04 00:00:00-05:00,307.7733459472656,0.06166824914400816,302.2355550130208,301.64499816894534,0.11364133523660545,6,0.09094349995061868,0
2022-02-07 00:00:00-05:00,302.4466552734375,0.048777384108421494,302.42222086588544,300.88966369628906,0.09436733704115831,7,-0.031364768342409866,0
2022-02-08 00:00:00-05:00,307.3333435058594,0.034775238651021424,305.8511149088542,301.00966491699216,0.1120492386083322,8,-0.009932820690436883,0
2022-02-09 00:00:00-05:00,310.6666564941406,0.0280963111296893,306.8155517578125,300.82933044433594,0.1241104361613753,9,0.029083758937072046,0
2022-02-10 00:00:00-05:00,301.51666259765625,0.051862142672772935,306.50555419921875,303.3443298339844,0.091002268886768,10,0.015048144961409493,1
