Date,Low,Close,Volatility,MA_25,MA_100,RSI_14,Month_Growth_Rate,STOCH_%K,STOCH_%D,Vol_zscore,Ulcer_Index,Return_Entropy_50d,VIX,Growth_Since_Last_Bottom,Days_Since_Last_Bottom,Week_Growth_Rate,Target
2023-01-03,14.0826881962405,14.301481246948242,0.06060201887929683,14.301481246948242,14.301481246948242,82.14169422691137,0.0,24.33330260384722,24.33330260384722,-0.7071067811865476,0.0,2.2718685126965625,22.899999618530273,0.0,0,0.0,0
2023-01-04,14.227551498075233,14.735071182250977,0.042012733944644186,14.51827621459961,14.51827621459961,82.14169422691137,0.030317834063185382,72.55546993308884,48.44438626846803,-0.7071067811865476,0.020807119267676557,2.2718685126965625,22.010000228881836,0.030317834063185382,1,0.030317834063185382,0
2023-01-05,14.134636761581584,14.251526832580566,0.028707498528290503,14.429359753926596,14.429359753926596,82.14169422691137,-0.003492953876951412,18.777569104658813,38.55544721386496,-0.7071067811865476,0.025447688188617486,2.2538575896013517,22.459999084472656,0.0,0,-0.003492953876951412,0
2023-01-06,14.020748036958267,14.844968795776367,0.06743124455552706,14.533262014389038,14.533262014389038,82.14169422691137,0.03800218588854903,84.52868351882428,50.04875629010479,-0.7071067811865476,0.027355255257726484,2.2450352741261774,21.1299991607666,0.041640588420261526,1,0.03800218588854903,0
2023-01-09,15.12669972895464,15.613240242004395,0.05986652303731154,14.749257659912109,14.749257659912109,82.14169422691137,0.09172189736192993,78.83283403171009,55.80557183842585,-0.85672440746612,0.06363953455601963,2.242973226438147,21.969999313354492,0.09554859808499962,2,0.09172189736192993,0
2023-01-10,15.45738863240079,15.893976211547852,0.031598618177756985,14.940044085184732,14.940044085184732,82.14169422691137,0.11135175001116951,92.73005250701783,61.95965194985785,-1.2314659053679662,0.07153356746693233,2.2459520807289133,20.579999923706055,0.11524725724211277,3,0.11135175001116951,0
2023-01-11,15.548300537353844,15.985886573791504,0.029356069956345383,15.0894501549857,15.0894501549857,82.14169422691137,0.11777838237579012,97.27987341640075,67.00539787364968,-1.2202207126351425,0.07037217504671071,2.252728336819822,21.09000015258789,0.12169641622159384,4,0.0848869595585794,0
2023-01-12,15.477369369246485,16.495407104492188,0.07111797993540364,15.265194773674011,15.265194773674011,82.14169422691137,0.15340549832990913,95.15944831356428,70.52465417863901,-1.207965064535981,0.08855563428324177,2.231606951608935,18.829999923706055,0.15744841224884498,5,0.15744841224884498,0
2023-01-13,16.149735291057727,16.883041381835938,0.0465044830543825,15.444955507914225,15.444955507914225,82.14169422691137,0.18050998286898207,99.20357618183107,73.71120106788257,-1.21559131737208,0.10048471050901217,2.2161022480912638,18.350000381469727,0.18464790335583117,6,0.1372904594207995,0
2023-01-17,16.88303879543148,17.685279846191406,0.04905618467297144,15.668987941741943,15.668987941741943,82.14169422691137,0.23660476427679297,99.29612897116988,76.2696938582113,-1.0571607881899436,0.12951126378624292,2.2051551011994586,19.360000610351562,0.24093930804388627,7,0.13271041577984505,0
2023-01-18,17.265678479463602,17.3605899810791,0.033452176905912845,15.822769945318049,15.822769945318049,82.14169422691137,0.21390153098887119,87.0800023006687,77.25244917116198,-0.7083999072193904,0.12360815632984071,2.2240978714293633,20.34000015258789,0.2181564954423601,8,0.09227481846019589,0
2023-01-19,16.71519820403246,16.749164581298828,0.027353816768680764,15.899969498316446,15.899969498316446,82.14169422691137,0.1711489384970449,71.13825232855471,76.74293276761138,-0.2026471663296803,0.11932816245823336,2.218701935467376,20.520000457763672,0.17525404667578393,9,0.04774699257272982,0
2023-01-20,16.809112598985287,17.822154998779297,0.06060785119922106,16.047829921428974,16.047829921428974,82.14169422691137,0.2461754619006561,99.11442892196244,78.46381708717684,0.06807932149538992,0.12007303999730932,2.239745866608458,19.850000381469727,0.2505435528518867,10,0.08043135194437225,0
2023-01-23,17.801173785335894,19.174875259399414,0.07899690604892669,16.271190302712576,16.271190302712576,82.14169422691137,0.3013086277110335,99.00210991376403,79.93083800336163,0.4275305317103873,0.16825594805681296,2.2609368563805945,19.809999465942383,0.34546112038771376,11,0.1357476905807508,0
2023-01-24,18.802225761623806,19.24680519104004,0.035852826071319635,16.469564628601074,16.469564628601074,82.38508943329401,0.35050829410359835,95.78828972531525,80.98800145149188,0.2506706229126464,0.15660392342222984,2.2603720897437287,19.200000762939453,0.35050829410359835,12,0.0882952013442362,0
2023-01-25,18.562450300682567,19.30474853515625,0.041770259137408075,16.646763622760773,16.646763622760773,82.5909276394329,0.3004236519950626,96.85033203947599,81.97939711324088,0.0903903828439564,0.14560187153503193,2.247927730749143,19.079999923706055,0.3545740580597624,13,0.11198689423550934,0
